CAD$,,,,,,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Cost of Goods Sold,Cost of Goods Sold,Cost of Goods Sold,Cost of Goods Sold,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Below The Line,Below The Line,Below The Line,Below The Line,Below The Line,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Equity,Equity,Equity,,,,,,,,,,,,,,,,,
2025-11-24,MC DEP 12233920,,4126.56,"81,321.85",,-4126.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-24,MC FEE 12233920,,-102.43,"81,219.42",,,,,,,,,,,,,,,,,,,102.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-24,MC FEE 12233920,,-2.14,"81,217.28",,,,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-24,MC FEE 12233920,,-0.06,"81,217.22",,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-24,MON FEE12233920,,-33.74,"81,183.48",,,,,,,,,,,,,,,,,,,33.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-24,VSA DEP12233920,,5819.86,"87,003.34",,-5819.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-24,VSA DEP12233920,,609.22,"87,612.56",,-609.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-24,VSA FEE12233920,,-123.85,"87,488.71",,,,,,,,,,,,,,,,,,,123.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-24,VSA FEE12233920,,-11.51,"87,477.20",,,,,,,,,,,,,,,,,,,11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Online Banking payment - 4364,CYCLES LAMBERT,-521.13,"86,956.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.13,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-2753.12,"84,202.95",,,,,,,,,,,,,,,,,,,2753.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-2393.45,"81,809.50",,,,,,,,,,,,,,,,,,,2393.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-2133.33,"79,676.17",,,,,,,,,,,,,,,,,,,2133.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-2089.71,"77,586.46",,,,,,,,,,,,,,,,,,,2089.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-2089.71,"75,496.75",,,,,,,,,,,,,,,,,,,2089.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1963.46,"73,533.29",,,,,,,,,,,,,,,,,,,1963.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1867.86,"71,665.43",,,,,,,,,,,,,,,,,,,1867.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1837.22,"69,828.21",,,,,,,,,,,,,,,,,,,1837.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1792.51,"68,035.70",,,,,,,,,,,,,,,,,,,1792.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1792.51,"66,243.19",,,,,,,,,,,,,,,,,,,1792.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1735.58,"64,507.61",,,,,,,,,,,,,,,,,,,1735.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1602.04,"62,905.57",,,,,,,,,,,,,,,,,,,1602.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1547.56,"61,358.01",,,,,,,,,,,,,,,,,,,1547.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1469.8,"59,888.21",,,,,,,,,,,,,,,,,,,1469.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1436.36,"58,451.85",,,,,,,,,,,,,,,,,,,1436.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-1396.63,"57,055.22",,,,,,,,,,,,,,,,,,,1396.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,Payroll Deposit,INTUIT 08832972,-947.61,"56,107.61",,,,,,,,,,,,,,,,,,,947.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,e-Transfer sent,Shipco,-610.02,"55,497.59",,,,,,,,,,,,,,,,,,,610.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,MC FEE 12233920,,-1.35,"55,496.24",,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-25,VSA FEE12233920,,-0.06,"55,496.18",,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-26,MC DEP 12233920,,4231.53,"59,727.71",,-4231.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-26,MC FEE 12233920,,-93.16,"59,634.55",,,,,,,,,,,,,,,,,,,93.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-26,VSA DEP12233920,,1742.54,"61,377.09",,-1742.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-26,VSA FEE12233920,,-39.78,"61,337.31",,,,,,,,,,,,,,,,,,,39.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-27,EF1127 12374336,,16.8,"61,354.11",,-16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-27,MC DEP 12233920,,7319.36,"68,673.47",,-7319.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-27,MC DEP 12374336,,14.55,"68,688.02",,-14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-27,MC FEE 12233920,,-153.11,"68,534.91",,,,,,,,,,,,,,,,,,,153.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-27,VSA DEP12233920,,4105.87,"72,640.78",,-4105.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-27,VSA FEE12233920,,-88.16,"72,552.62",,,,,,,,,,,,,,,,,,,88.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-28,Direct Deposits (PDS) service total,GRADS8318600000,-689.65,"71,862.97",,,,,,,,,,,,,,,,,,,689.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-28,Misc Payment,HSA CAD CAN,-189.62,"71,673.35",,,,,,,,,,,,,,,,,,,189.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-28,MC DEP 12233920,,562.81,"72,236.16",,-562.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-28,MC FEE 12233920,,-15.08,"72,221.08",,,,,,,,,,,,,,,,,,,15.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-28,VSA DEP12233920,,-73.48,"72,147.60",,73.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-28,VSA DEP12374336,,601.89,"72,749.49",,-601.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-11-28,VSA FEE12233920,,0.85,"72,750.34",,,,,,,,,,,,,,,,,,,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,e-Transfer sent,Alexandre Chapellier,-2100,"70,650.34",,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,Misc Payment,PAYPAL,6067.36,"76,717.70",,-6067.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,AMX FEE12233920,,-69.73,"76,647.97",,,,,,,,,,,,,,,,,,,69.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,INT FEE12374336,,-0.51,"76,647.46",,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,MC DEP 12233920,,7729.37,"84,376.83",,-7729.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,MC FEE 12233920,,-172.67,"84,204.16",,,,,,,,,,,,,,,,,,,172.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,MC FEE 12233920,,-19.76,"84,184.40",,,,,,,,,,,,,,,,,,,19.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,MC FEE 12233920,,-0.13,"84,184.27",,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,MC FEE 12374336,,-12.19,"84,172.08",,,,,,,,,,,,,,,,,,,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,MON FEE12233920,,-27.3,"84,144.78",,,,,,,,,,,,,,,,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,MON FEE12344503,,-27.3,"84,117.48",,,,,,,,,,,,,,,,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,MON FEE12374336,,-45.5,"84,071.98",,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,VSA DEP12233920,,3635.99,"87,707.97",,-3635.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,VSA DEP12233920,,2492.27,"90,200.24",,-2492.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,VSA DEP12233920,,2106.92,"92,307.16",,-2106.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,VSA FEE12233920,,-65.12,"92,242.04",,,,,,,,,,,,,,,,,,,65.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,VSA FEE12233920,,-48.57,"92,193.47",,,,,,,,,,,,,,,,,,,48.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,VSA FEE12233920,,-40.46,"92,153.01",,,,,,,,,,,,,,,,,,,40.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-01,VSA FEE12374336,,-44.34,"92,108.67",,,,,,,,,,,,,,,,,,,44.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-02,Business PAD,Clearbridge Bus,-884.8,"91,223.87",,,,,,,,,,,,,,,,,,,884.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-02,MC DEP 12233920,,3988.83,"95,212.70",,-3988.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-02,MC FEE 12233920,,-90.34,"95,122.36",,,,,,,,,,,,,,,,,,,90.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-02,MON FEE12233920,,-57.81,"95,064.55",,,,,,,,,,,,,,,,,,,57.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-02,Monthly fee,,-6,"95,058.55",,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-02,Online Transfer to Deposit Account-0872,,-6729.17,"88,329.38",,,,,,,,,,,,,,,,,,,,,,,,,,,6729.17,,,,,,,,,,,,,,,,,,,,,0,,TRF-106,CAN 1030 CAD,N,-4892.10659,,,,,,,,,,,42
2025-12-02,VSA DEP12233920,,18672.01,"107,001.39",,-18672.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-02,VSA FEE12233920,,-380.51,"106,620.88",,,,,,,,,,,,,,,,,,,380.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-03,Misc Payment,HSA CAD CAN,-132.86,"106,488.02",,,,,,,,,,,,,,,,,,,132.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-03,MC DEP 12233920,,7789.62,"114,277.64",,-7789.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-03,MC FEE 12233920,,-142.09,"114,135.55",,,,,,,,,,,,,,,,,,,142.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-03,VSA DEP12233920,,3895.41,"118,030.96",,-3895.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-03,VSA DEP12374336,,55.99,"118,086.95",,-55.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-03,VSA FEE12233920,,-76.15,"118,010.80",,,,,,,,,,,,,,,,,,,76.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-04,Business PAD,Clearbridge Bus,-7927.86,"110,082.94",,,,,,,,,,,,,,,,,,,7927.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-04,Misc Payment,PAYPAL,5292.23,"115,375.17",,-5292.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-04,Activity fee,,-456,"114,919.17",,,,,,,,,,,,,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-04,MC FEE 12233920,,-0.06,"114,919.11",,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-04,VSA DEP12233920,,6269.73,"121,188.84",,-6269.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-04,VSA FEE12233920,,-128.1,"121,060.74",,,,,,,,,,,,,,,,,,,128.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-05,Federal Payment,CANADA,-2274.13,"118,786.61",,,,,,,,,,,,,,,,,,,2274.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-05,EF1205 12374336,,26.87,"118,813.48",,-26.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-05,MC FEE 12233920,,-0.29,"118,813.19",,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-05,VSA DEP12233920,,1323.23,"120,136.42",,-1323.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-05,VSA FEE12233920,,-22.23,"120,114.19",,,,,,,,,,,,,,,,,,,22.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-08,Misc Payment,HSA CAD CAN,-23.4,"120,090.79",,,,,,,,,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-08,Business PAD,KATIE THIESSEN,-1988.64,"118,102.15",,,,,,,,,,,,,,,,,,,1988.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-08,Misc Payment,Wise,-2.38,"118,099.77",,,,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-08,MC DEP 12233920,,1780.35,"119,880.12",,-1780.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-08,MC FEE 12233920,,-38.35,"119,841.77",,,,,,,,,,,,,,,,,,,38.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-08,VSA DEP12233920,,483.69,"120,325.46",,-483.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-08,VSA DEP12374336,,44.78,"120,370.24",,-44.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-08,VSA FEE12233920,,-8.26,"120,361.98",,,,,,,,,,,,,,,,,,,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-3315.72,"117,046.26",,,,,,,,,,,,,,,,,,,3315.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-2762.54,"114,283.72",,,,,,,,,,,,,,,,,,,2762.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-2194.55,"112,089.17",,,,,,,,,,,,,,,,,,,2194.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-2092.74,"109,996.43",,,,,,,,,,,,,,,,,,,2092.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-2089.71,"107,906.72",,,,,,,,,,,,,,,,,,,2089.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1963.46,"105,943.26",,,,,,,,,,,,,,,,,,,1963.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1963.46,"103,979.80",,,,,,,,,,,,,,,,,,,1963.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1867.86,"102,111.94",,,,,,,,,,,,,,,,,,,1867.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1837.22,"100,274.72",,,,,,,,,,,,,,,,,,,1837.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1792.51,"98,482.21",,,,,,,,,,,,,,,,,,,1792.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1792.51,"96,689.70",,,,,,,,,,,,,,,,,,,1792.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1735.58,"94,954.12",,,,,,,,,,,,,,,,,,,1735.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1547.56,"93,406.56",,,,,,,,,,,,,,,,,,,1547.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1474.1,"91,932.46",,,,,,,,,,,,,,,,,,,1474.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1414.05,"90,518.41",,,,,,,,,,,,,,,,,,,1414.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-1396.63,"89,121.78",,,,,,,,,,,,,,,,,,,1396.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,INTUIT 09071474,-929.41,"88,192.37",,,,,,,,,,,,,,,,,,,929.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,Payroll Deposit,PAYROLL,-20113.93,"68,078.44",,,,,,,,,,,,,,,,,,,20113.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,MC FEE 12233920,,-0.06,"68,078.38",,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,VSA DEP12233920,,100,"68,178.38",,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-09,VSA FEE12233920,,-2.84,"68,175.54",,,,,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-10,Misc Payment,HSA CAD CAN,-20.25,"68,155.29",,,,,,,,,,,,,,,,,,,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-10,MC DEP 12233920,,2877.92,"71,033.21",,-2877.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-10,MC DEP 12374336,,208.6,"71,241.81",,-208.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-10,MC FEE 12233920,,-64.08,"71,177.73",,,,,,,,,,,,,,,,,,,64.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-10,Online transfer sent - 2282,,-8000,"63,177.73",,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-10,VSA DEP12233920,,60.76,"63,238.49",,-60.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-10,VSA DEP12374336,,75.61,"63,314.10",,-75.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-10,VSA FEE12233920,,-1.06,"63,313.04",,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-11,Bill Payment,FortisBC Energy,-518.99,"62,794.05",,,,,,,,,,,,,,,,,,,518.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-11,Direct Deposits (PDS) service total,GRADS8318600000,-1205.4,"61,588.65",,,,,,,,,,,,,,,,,,,1205.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-11,Misc Payment,PAYPAL,286.52,"61,875.17",,-286.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-11,e-Transfer sent,scott@comoxvalleysports.ca,-675,"61,200.17",,,,,,,,,,,,,,,,,,,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-11,COMMERCIAL TAXES,TXINS  400760,-30000,"31,200.17",,,,,,,,,,,,,,,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2025-12-11,MC DEP 12233920,,215.63,"31,415.80",,-215.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
